#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B3D979
#Date Time: 2023-04-23 23:04:00.732
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Trace: Trace 3
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: Hold
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.53587 V
#Offset: 3.25771e-05 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.51007 V
#Offset: 0.000229542 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1.9 kHz
#Period: 526.315789 us
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg),Trace 3 (dBV),Phase (deg)
29.296875,-70.24836863235946,66.57985833219433,-85.55307635159326,112.2683563169414,-85.52025208954311,100.7753816675975
31.73828125,-69.33935911466239,74.29185812979443,-85.48256448138579,112.2395014430085,-82.53367553285617,96.02877714386069
34.1796875,-68.75821433338457,78.62765535386131,-87.76173847950301,128.6290554720763,-83.07858746782004,91.95189627449284
36.62109375,-68.94982290594432,84.01601646930111,-90.5323144318092,8.896201523607921,-86.21815687048795,83.8355135253945
39.0625,-70.68541333381077,99.6230767126314,-84.84537429138042,53.47910620893685,-93.8597876475486,77.21713391920009
41.50390625,-72.4932559863895,123.5746981713131,-83.15607682752797,55.88613019911483,-93.97095581133439,103.8822864815896
43.9453125,-73.72725639804867,139.7556382801133,-86.04676792014644,58.28470734755501,-85.19559244008605,105.4354754488373
46.38671875,-74.65289562452031,143.3500779359996,-89.56881337317162,72.89963235326286,-84.66178658485391,98.46068453195231
48.828125,-76.79576971415982,151.3131074976924,-89.41081203621322,95.67556966399884,-85.55082528021593,81.71652707164898
51.26953125,-81.32598025230988,174.3092252687537,-87.19458919316995,115.3896022194721,-85.76460166482261,82.91798978114696
53.7109375,-88.71261138170581,33.26958220834307,-86.93533223018876,105.9444876931009,-88.16381382835515,81.2036730245604
56.15234375,-85.85455663153981,114.238418551401,-89.75234508096844,77.79848219251366,-97.43020591323008,81.96747782877436
58.59375,-79.58166645034653,126.7738687570199,-92.94590693245661,22.15806268930405,-95.41357276074336,20.33932455471594
61.03515625,-76.20480423738455,128.8264619565269,-87.04888466400696,164.8583453604745,-95.69626444148071,30.52017977099165
63.4765625,-74.9260004716954,122.6598637267475,-84.93513819590555,159.3044793950313,-95.70575403980283,86.65168843002394
65.91796875,-75.17821631854827,104.7070523427379,-86.35162330525738,163.4636031949967,-87.70636487064669,80.19770027595493
68.359375,-75.16308148184174,85.32522519671224,-88.64989687222482,173.6195915072121,-86.60351042440726,70.85224571567085
70.80078125,-76.27437808076125,69.34733460679348,-97.06705666180504,172.4912174545891,-89.66270980309113,50.83178363642891
73.2421875,-77.43064564574721,50.71519256020753,-100.775153012262,58.92497282184456,-87.61693054400658,24.4738641823076
75.68359375,-78.63344594538647,42.44795590539585,-103.2575729191592,15.15354187309839,-85.97725855940716,18.68176071447611
78.125,-79.91999162196439,34.36022576641483,-93.44647223242805,67.09673860514651,-88.20815616903779,14.40001708574159
80.56640625,-77.52749085991968,25.52083055326054,-85.62912047377523,35.68861155178384,-91.42593070272511,40.01639819396186
83.0078125,-76.03581969138502,18.73351258371873,-82.24487431786531,23.14484180283516,-88.73358136762835,91.75042535544866
85.44921875,-77.516229513851,0.8131592492567468,-81.0016044360174,7.515408553915353,-87.3123028244689,133.9501466020957
87.890625,-79.76664655860358,152.3979086743239,-80.26957499564301,161.0368016142107,-83.88930956686198,173.2050622633379
90.33203125,-81.36262208557028,136.1455153272442,-79.89351259364918,135.1183202559602,-81.81613804087246,3.091651292133426
92.7734375,-82.99646385890412,149.6333901203399,-80.03136309201386,126.697861421839,-83.17916198482641,5.7184317081932
95.21484375,-82.62117917893917,20.91052616653997,-82.25268205894832,132.8064085637466,-86.59208856149337,177.2577462892876
97.65625,-76.87581378206548,61.87726439317935,-89.41294136167099,120.3736184679944,-89.26191762021739,122.9315905472118
100.09765625,-73.1767489431559,80.33905732659689,-91.27545116891953,46.0154821335643,-86.3354147583174,79.86129893320488
102.5390625,-71.57735224108723,99.10120038807891,-87.33406688422014,41.19707122381489,-86.88527767718196,75.85359341245849
104.98046875,-70.93724656804775,115.115820811197,-84.43345813228655,48.85260325707553,-90.17745298328008,99.11431002434155
107.421875,-71.89579708190388,126.5090899175732,-83.69439617460932,51.42638317004421,-91.52189069161686,143.2878545964563
109.86328125,-73.62965147303238,134.7847409190835,-86.21698168194619,36.78292023595531,-90.05301776181915,153.6450969150617
112.3046875,-76.27773921558071,133.3522518650495,-85.9126623097812,175.5928517170742,-90.03793888369968,129.6254849133625
114.74609375,-81.74741699312419,121.0267255446324,-83.14263870979643,159.8203869597773,-89.18894346117155,94.51045213073482
117.1875,-84.91496054538247,66.99734372197095,-82.21070917923497,158.8912127242689,-86.15510355410871,66.05774910543704
119.62890625,-80.0423380563531,40.69994127051301,-81.94953871338605,164.8730683878278,-85.42126321028175,53.57536730605432
122.0703125,-78.63532395199277,31.37357686606761,-81.5265214905918,165.5222895476832,-87.64570915846645,48.03948569639018
124.51171875,-79.12491872178991,24.66032316240567,-81.56195226866924,153.2408083861488,-87.16997679475264,38.71524633968687
126.953125,-81.22888651526631,20.62010353660012,-82.02657609725745,131.5323239600799,-84.8834695233012,36.26681621950577
129.39453125,-90.99946446578814,17.45272499692669,-83.12874854472243,109.4700543896565,-84.36613791808193,42.55484020279667
131.8359375,-85.88746332584267,2.200809833450977,-87.80073733144883,71.72281068306985,-84.48646286539639,47.04972796606416
134.27734375,-79.93988457124699,4.575406883034467,-88.88068179108524,177.4154781877789,-84.90519147775457,58.30228066069603
136.71875,-78.40177911475634,5.051217094502181,-88.86663468770377,131.9480300726772,-83.97956114964528,86.27547591532799
139.16015625,-76.77212769225379,13.28689197574449,-89.2641186133463,89.17708961653824,-81.98370578259379,93.88380850412939
141.6015625,-75.50759435236839,38.72308264971019,-90.74386559149956,25.9845981687028,-81.18796551629744,80.05397780023959
144.04296875,-74.90696813920587,60.40618976845771,-85.12547369871956,142.6791296541487,-80.89261699421634,60.98736774035112
146.484375,-75.25341406501973,64.8272858266804,-82.02511444840233,119.2456350769123,-81.44946832565284,39.36704997871773
148.92578125,-76.98313233661948,61.3959183953306,-81.59164247064872,110.9997458846296,-83.32206094970252,6.855303477016011
151.3671875,-82.60570232875152,39.65517809800207,-83.4491919584608,109.0433613494475,-85.03163842535227,138.090524677839
153.80859375,-84.26418253791097,147.3641988974382,-87.93946808155242,89.53283358709363,-87.12272023922262,92.27146585064628
156.25,-82.4667725720262,126.7993358714741,-88.90999846935301,39.53677285465503,-89.58797396409813,19.97057038029793
158.69140625,-84.12662920384831,124.3843450632479,-86.8487606843515,16.07786699287714,-85.16511269564276,156.1187465183043
161.1328125,-87.55296079449694,116.3375759811621,-85.26995732542696,9.761433630183367,-83.58286427466361,140.0531567670625
163.57421875,-99.8529857709074,149.2465717110004,-85.31755465797579,13.16708939106458,-83.2649098756329,130.4018575955542
166.015625,-87.10039596350981,84.179837770879,-92.16247443171953,15.43233566990832,-84.78853624810949,133.7077070312219
168.45703125,-82.19432055537692,85.008285643367,-92.89324989741812,62.06568437146939,-88.33598240096774,148.9964524805126
170.8984375,-80.02644325675189,78.74031769734152,-84.53772408723634,57.78525453296172,-88.59017864663373,150.6065444753109
173.33984375,-78.98179008127664,78.78001371089114,-82.07371316049122,54.92382158146723,-87.11285391825777,126.7296194187557
175.78125,-78.40603241379254,84.69823991501875,-82.94708694312531,57.63153119624025,-85.80077614112381,103.4609322223207
178.22265625,-77.34399533718306,92.67735456148239,-88.45843717563484,79.92287955137471,-85.7193606034805,92.33597609214627
180.6640625,-76.72520038737781,98.51609106927414,-94.64675986214418,172.9747654828953,-88.87539027168431,80.14374092756096
183.10546875,-78.0408572936589,97.11713207411304,-87.90339389701552,52.12687761830363,-95.51566683885727,68.83041029556344
185.546875,-79.86933096864922,76.01520037915951,-86.18689640468949,62.87899941186681,-116.4123811374865,151.3381847499617
187.98828125,-78.64911261054434,40.41870784679345,-88.61857175879742,71.25094734729521,-96.89922633302544,50.13891605962436
190.4296875,-76.44311655412588,9.071577482126985,-91.74041546151157,72.34964451102975,-93.47220463034112,17.14872420259227
192.87109375,-75.05444196870167,173.0032147758418,-100.1474945112362,41.31967129007238,-90.22030994785447,164.8933587782197
195.3125,-75.24520474219098,156.8261660949738,-99.97566166999772,90.47378874071728,-89.66628680570804,155.9122921156819
197.75390625,-74.62737296896529,129.8308412025783,-95.49586598868181,49.99634847637372,-89.73745098830059,151.5513244218961
200.1953125,-74.37185385079692,108.124904078838,-88.06502050918789,23.26392208151356,-87.45215673976097,153.971164449843
202.63671875,-74.52681309342162,92.48023122983173,-84.32551723346907,12.77720774055712,-86.9819167547338,163.3636449335073
205.078125,-74.88627075048775,87.95666824909468,-84.10548776905939,172.8625151099406,-86.05314080242137,163.6616995229185
207.51953125,-77.12845145411885,79.50955806732132,-85.04010491913536,149.75581482423,-84.45382429190509,152.4254852459723
209.9609375,-79.44292729170881,60.02177803693709,-88.12243250205876,131.3408146377017,-86.24023346733281,141.0819432594193
212.40234375,-79.91750744691365,30.30489260084937,-91.05678104574858,116.4819003701576,-87.16151493951281,132.0364154007182
214.84375,-78.46392565960768,177.2787092569566,-90.62245058134634,126.441412602953,-87.09733447633157,130.7789748491107
217.28515625,-80.01615975150634,163.6551937938445,-87.66161265640133,155.6531178679122,-90.34222354103935,152.5472723461378
219.7265625,-87.30170956348474,161.2276974169235,-85.16063304243518,175.4936736017765,-88.51409657018718,12.83746661505561
222.16796875,-91.36120285580019,157.9026654232989,-84.03656673078373,1.14013998469352,-87.25599958472631,24.29808601227029
224.609375,-78.35699897969857,165.9344275682375,-84.48875410280563,177.8461408968956,-89.87270411483736,41.4755949077728
227.05078125,-76.35185994310621,0.3238890613833965,-89.54019397561653,16.32684040544984,-97.98733459549194,76.78480753843199
229.4921875,-76.70406966524651,30.83517113673172,-88.85135900325801,82.98011334226557,-107.0728793196764,17.80818204897375
231.93359375,-74.77509143961588,46.35848230264936,-87.13543190998524,84.84331183582032,-112.4304077102109,151.7534404618855
234.375,-74.87836702950514,51.81503381621717,-87.74842983870261,79.97403050682364,-94.04862712999741,21.27778466038377
236.81640625,-77.65669516819034,55.96341913461114,-87.29428107184653,83.61668740245898,-88.00501926572331,23.83035381065551
239.2578125,-82.97811339944212,27.98427697354743,-89.84187830384576,63.72998715836252,-88.9157074759146,29.11809899736142
241.69921875,-85.69038306166675,132.1340941989069,-93.99163249345168,174.7205855316109,-93.86117006333741,59.01422222388729
244.140625,-85.85461271080399,70.51271018213663,-96.03006827637276,134.7478690220286,-91.71658898821988,128.6381802345625
246.58203125,-85.16483090204227,54.29247355940205,-97.60139407307994,39.23840776112807,-86.66206267127578,165.0465325481425
249.0234375,-83.66353137677628,77.32884155623812,-88.82950053443254,45.63721490179151,-85.3486999696576,5.116359999990855
251.46484375,-84.14044269838173,84.12476638005761,-87.03475008633893,38.75325863622157,-88.22081280140802,16.66166827689272
253.90625,-83.46853123771615,80.28551429449706,-88.41177188387577,44.60386073426653,-93.44425537922348,19.73331188911528
256.34765625,-80.80464052031243,79.7789810579916,-91.59732588618479,28.44627695341726,-96.04385203620316,24.52839193331683
258.7890625,-81.12879102095022,67.66461105838663,-88.70004317984673,127.3262325176087,-96.63560595816035,22.8829334236104
261.23046875,-82.46041690725883,38.95621070341968,-83.47402031394074,103.1793039975857,-93.25878650699921,17.33749648724287
263.671875,-83.77776882291909,28.71592188721763,-83.6798805690928,101.6390998408038,-93.10672466887306,39.9415150501024
266.11328125,-88.20195847925746,70.84164801900353,-86.52498557506895,96.21619386594085,-89.1971889958778,98.87479433857149
268.5546875,-81.54652058618124,131.9283468054528,-90.86251037102443,74.75308803134124,-85.53643365879762,110.2830726482995
270.99609375,-74.95926282516828,136.425263549158,-94.84920765239821,147.4400429006837,-86.83870972249181,119.6991343727984
273.4375,-70.73051408158709,135.6452411740861,-85.81346406208928,103.5030286439844,-87.77579099628807,127.4701898145651
275.87890625,-68.41310921699076,133.3244999133316,-83.07807957549909,75.43958574210666,-88.69391033929904,117.7311325008362
278.3203125,-67.9728135788622,128.7518830461217,-80.96964662532997,59.22348972481176,-90.35752464553973,102.8514243581304
280.76171875,-68.81142927170455,122.6697304040044,-79.87161399154454,55.61933960705496,-88.45279412536993,104.3699572712737
283.203125,-70.42424350981553,118.1775609518407,-80.50327459972222,53.91031062051209,-86.53851718934688,116.7858776830138
285.64453125,-72.94938390509387,117.4557707351079,-84.65091477444614,61.71290987991678,-87.40083247978447,114.5803428260022
288.0859375,-75.88075000487949,114.7885605447036,-92.61999146950447,107.7569089583191,-90.26669914776191,96.23242997846877
290.52734375,-79.19616644370529,112.909562238495,-91.18671643290202,161.3401244535503,-97.86689563049651,129.1920437793489
292.96875,-84.37562467876717,129.9159535993469,-88.18647668512463,141.6673898964239,-92.06726330062278,17.31068017307732
295.41015625,-85.925000148153,179.225509017899,-84.13622199614525,112.5608515233076,-90.84594760415217,12.61180751904024
297.8515625,-81.33458847543793,28.82480237576459,-82.28896491417528,92.44203291263996,-88.02487756236147,6.683514870356212
300.29296875,-76.64212947594935,43.59924427730602,-83.06095853668427,76.28854523873065,-84.94532965566053,179.6161267834757
302.734375,-73.53682069996961,48.32131695523574,-85.69096781841823,53.82694137837009,-85.58610763811502,165.4863077237806
305.17578125,-72.19725144172685,50.19289394039091,-84.93947781808403,13.88423020741587,-88.12975789923156,156.8186386166015
307.6171875,-71.9134815926992,54.53478972520661,-83.92193841298155,170.276928984046,-91.33160961807678,123.1316647561128
310.05859375,-71.94734766001463,62.11538899553543,-86.38796590096122,144.5622008014555,-88.13775172698156,56.22915435801102
312.5,-72.6417828063598,69.53336310050538,-89.64622289675097,112.0424217082256,-85.32251677045998,28.35675307086733
314.94140625,-74.44777086469186,77.63821328360662,-85.47992050181996,66.82082189938605,-84.72308627389921,21.59979387804334
317.3828125,-76.76847730278509,87.33919624192694,-79.78301644616994,54.5503228388161,-87.26544005249515,12.78710210841776
319.82421875,-80.73910812853325,93.00112277780133,-79.20504596268374,52.11201805470158,-99.42949247204399,156.0071423784794
322.265625,-92.01241148678372,108.1475873783992,-82.44911247092502,58.34810065017784,-97.16718293871713,154.3095302162739
324.70703125,-84.42601346601309,71.8004693773881,-88.64399229519252,94.29737367195317,-96.30618126076315,142.0070068832689
327.1484375,-77.87012174826273,78.53250252932763,-85.77197694899283,171.4761189333565,-97.09614720865305,125.3184319298897
329.58984375,-76.48378205045704,78.27420534354381,-81.39360782064239,7.9180917367266,-90.69696378898394,101.3763807860937
332.03125,-76.56623394880359,73.01856189038791,-81.31628775614416,15.58321232785364,-88.11674973496673,92.86118289144061
334.47265625,-79.16843807426545,81.9526432444499,-83.34134369768257,24.80641542727246,-87.58380802037946,91.49917057340846
336.9140625,-82.91271346665536,121.0761806375271,-86.36697499257217,48.06187996445108,-88.59322470041306,105.4789617999826
339.35546875,-85.52676019839716,123.5480228684668,-84.96672937821629,90.58173567180206,-90.94511421807013,118.5860669308929
341.796875,-86.94680968169179,79.08247695137811,-82.47425836717453,91.54232836661889,-102.5249891097835,126.436203519656
344.23828125,-84.19015186013166,67.40655982699019,-81.99753147377433,79.25000464461603,-94.12306551616015,104.4486866759178
346.6796875,-82.38432776436244,69.17704917024996,-82.23264989271237,80.38735158465239,-90.53161223357958,114.272553591806
349.12109375,-84.10532249859082,69.08236098234028,-83.02028268237655,91.96129125977112,-92.22536960196035,144.2586330739567
351.5625,-83.7233150376924,80.09815181694671,-84.14616567442289,113.1344623154511,-93.37940446396445,10.64661136319334
354.00390625,-79.30314743343382,95.38263963111606,-82.99514111462601,134.8140409781933,-92.95926665181534,51.30899199716493
356.4453125,-76.49596168097253,94.47779636514636,-81.64242855469432,140.9799799740034,-91.35244723319182,84.30670724797687
358.88671875,-75.17662464089176,78.82775391634328,-82.1051965579713,135.8241342961524,-90.63328787916237,107.491305992909
361.328125,-74.59367652292127,65.93056914414616,-83.19898965013918,124.5084028474216,-95.35570992786708,126.7090608530401
363.76953125,-76.26093868889916,54.414897167965,-85.34863165737212,118.1012323881472,-99.06973845289986,70.32259361850905
366.2109375,-78.54597590775641,22.56891877624059,-91.32450443342309,131.5560078383357,-89.96402950110149,102.219572460558
368.65234375,-77.01742837993335,177.6626475168473,-90.30216797845206,27.87274227429414,-86.65900672633123,130.8982841465618
371.09375,-75.9926674714462,170.3723611336815,-83.87002431790712,43.50705001788804,-83.12936476912968,159.246523109168
373.53515625,-75.69652799130998,167.4136341745685,-82.11006300944953,49.82112822322778,-80.49901872925403,174.3077049462545
375.9765625,-75.47975421007125,162.5354206267328,-82.96539294094288,46.69117704983661,-80.52350229622958,4.653906211594174
378.41796875,-75.34403131150391,153.6092272388499,-83.01988889677517,25.79823446528537,-83.8246254702596,16.56372718893021
380.859375,-76.71007419531043,157.8826454191941,-83.58256718538298,20.04717669764102,-91.43095105194392,55.50736183764899
383.30078125,-79.50898203939835,163.2399756961116,-85.49734552096859,24.26115560979549,-89.56796934226267,146.9793788857567
385.7421875,-83.03207688718082,162.1606554372956,-84.03584395508273,23.5425672968552,-86.09157770105703,173.5756704975377
388.18359375,-84.19668738154891,35.57965100447954,-83.4853893273407,32.76952227070654,-86.40686175473186,174.805231437228
390.625,-84.04617332480277,46.26616658318091,-85.71246658032017,41.43175973230647,-89.0470807250918,150.6795117597907
393.06640625,-87.3836689793707,148.5060878099275,-86.12113418261599,37.24740054920284,-89.79827357233748,118.7273285041712
395.5078125,-84.97167773861835,112.3601460667566,-85.21651997426846,32.74962287196183,-86.82314167602043,112.9279539625825
397.94921875,-83.24980706912518,79.86508776730604,-87.79895436559852,39.88178136992487,-84.76261634496909,111.4454086592415
400.390625,-78.96325327373323,57.37844782715757,-88.85219912158378,80.69020186966354,-83.96225834078599,101.3451468219098
402.83203125,-77.46165729673343,34.6586179763847,-88.3210850652106,97.8199276587782,-82.44759545405483,89.24006862565437
405.2734375,-75.8968984440085,22.19383605231727,-89.82371414571139,120.3017086411674,-82.17003537045176,80.3594218246896
407.71484375,-74.83972829447895,30.08221962644733,-88.01068366228564,141.6332037910202,-81.81030018442824,70.91039359921039
410.15625,-75.47866072497138,40.80667380202623,-90.20510689684015,149.0657176363142,-80.97017067078812,65.61735310589113
412.59765625,-76.78412604566901,46.65182151026799,-95.63275345457933,4.154518749856012,-82.55302479427402,66.29468614755704
415.0390625,-78.22970745339167,53.00266375502978,-92.72735035980917,46.65150581777841,-86.38959861831381,69.90234052445558
417.48046875,-81.16744313543931,67.62428593530028,-89.58883558624628,75.30285627814062,-91.30388473047105,55.48239774797886
419.921875,-86.20983510892124,66.05834661677156,-87.19740788167474,103.4914906307661,-91.6082644736789,9.402817387911375
422.36328125,-96.73298017779423,16.59074095234963,-85.58140244263413,132.3024922579001,-87.7519105827737,162.8466765206996
424.8046875,-88.26256886055383,86.02569319512141,-86.02932758321535,146.9407409097478,-84.42791442547423,157.5851642459363
427.24609375,-78.64674708635786,101.4887148588233,-93.67049333457669,136.8276721117665,-82.30729342611724,162.3973719942357
429.6875,-73.12246557285492,107.3026857664159,-94.52481239537761,3.049844496793463,-83.24113769741621,159.0104097272588
432.12890625,-70.8844587241408,108.413184151755,-87.0475357767706,5.168672936543555,-87.97199208863539,141.1621850509909
434.5703125,-69.98375229883742,108.6430118491385,-84.51256280163777,24.81075395948331,-90.59155621409812,106.338577912225
437.01171875,-70.4446484937251,102.5401201366416,-85.30407689737945,43.92540004440853,-88.82676794220939,83.56954119029447
439.453125,-72.64953131958418,88.96144750665137,-87.42770895752298,71.14619008690102,-89.06324390684577,69.83929012765675
441.89453125,-75.13658445197424,67.55471860916451,-88.43960692828927,92.53084693961409,-92.60442757272639,74.92413011824402
444.3359375,-77.26596569691165,42.8169389710257,-93.67899916452717,102.1717369324383,-102.4672479742809,168.9647091883639
446.77734375,-80.8916837419344,10.85655165395923,-103.5266535188299,118.5892738281367,-89.95654417345654,80.59586288275817
449.21875,-83.52875878537589,133.9104163965578,-94.06924076314299,120.1958051109838,-85.64701229298136,100.4119071303302
451.66015625,-81.84897901204437,86.10452846542228,-95.1202276453798,116.7964110819414,-86.07036490074498,105.7835637290057
454.1015625,-80.55301896133587,57.89571576849212,-97.33723394459368,129.9776359762496,-92.25584409622284,111.0882449904522
456.54296875,-81.69300789560441,40.94482779778866,-95.46354758572484,28.00499379010031,-91.30321870521803,98.78052418567799
458.984375,-84.45116501504339,23.51482101242748,-90.5739228846263,37.14534012830648,-81.48068021843503,107.8896323351781
461.42578125,-86.28328012808456,175.4356264862475,-90.35453222504907,10.61360811446938,-78.6065961286286,111.192094985819
463.8671875,-93.72861188110011,105.5748609400261,-91.10252999564061,164.2329312370106,-78.60233388362192,113.6801988122479
466.30859375,-87.21122814649929,22.15717831765989,-91.09866613127519,134.8312145228196,-81.24672197889231,115.5239325725745
468.75,-85.07909330169693,8.378663561793632,-88.34414953195947,111.6268299937713,-85.89138174708388,112.9258047896199
471.19140625,-83.32853692947447,6.778073745633272,-87.52703907157525,110.2570765189076,-88.52154614136032,104.1153411229999
473.6328125,-85.0733493001473,30.69366149220394,-89.48181114534842,125.7732301849986,-86.75724811278755,96.72814696284605
476.07421875,-86.10681045442831,92.12438464698567,-91.95279421837058,157.9427727765901,-83.14541447092358,96.0629323770311
478.515625,-82.71635148885593,142.9526823165868,-93.69921236944543,179.664826982476,-80.80853980247171,96.7545226802562
480.95703125,-77.5120832799953,162.1497271041366,-100.390505809786,170.8043689483662,-81.35852756405862,92.47435537609293
483.3984375,-74.87368153281034,162.9015719678607,-97.38890933103933,52.55500885958421,-84.15885387024885,79.78186105112542
485.83984375,-74.87332406026377,166.5829454353111,-87.4317047420474,54.37970449638408,-88.2225005260098,66.13526823205629
488.28125,-76.16639316066049,164.9387966240336,-83.95300485864546,59.15883003963816,-97.54945183627251,63.09753854857948
490.72265625,-78.20777201884064,142.8857438413591,-84.05734089137566,50.84557546657178,-103.298478786743,126.226215509831
493.1640625,-80.08603440954022,124.4473832238563,-85.61065919591739,26.91841544446722,-96.74063238353688,153.6891292775504
495.60546875,-82.59237355328773,131.3889317836499,-88.40147720737002,166.865017533559,-91.78428295346423,19.72940715198801
498.046875,-86.49130012577291,155.9033146053958,-87.31809817671582,127.3834550481335,-86.15322937817774,36.35502236393282
500.48828125,-84.48556861091957,30.22298397739259,-85.26223171991226,123.2216836774851,-83.61324542687562,46.05040921921795
502.9296875,-80.1975681754176,40.63764616976074,-84.38304238711888,116.1860272208959,-86.48651041718809,64.40593493388214
505.37109375,-82.97210629136839,44.88399618022365,-83.83856346993797,110.75929868398,-89.99915941494898,173.8383374249019
507.8125,-103.9794247332912,160.4191896572669,-83.200844641299,108.2984953504499,-81.52777052034033,31.40516517448885
510.25390625,-82.75888779082793,79.09854408500871,-82.17158260291927,93.42723811843283,-78.98238843143132,38.71544667093505
512.6953125,-76.65564304551015,67.35750401874901,-81.52891932071141,83.67660030704938,-79.11464382910493,38.3840772834023
515.13671875,-74.08134049800962,57.97053294752229,-82.8766037318543,80.49018855509186,-83.68835680941659,31.3010606386507
517.578125,-74.99391830199676,54.56933688091928,-86.38856818578112,69.04071166113064,-93.36820995711186,122.2736393569789
520.01953125,-77.06146488678226,52.84176046547595,-89.82408180528532,60.77023082549651,-85.88074886483233,74.18816307151339
522.4609375,-78.94214191833473,55.39066937010198,-91.20126167150818,80.65970317698765,-85.23813900194723,68.98561638382135
524.90234375,-83.25211475028703,66.73841265815561,-93.07528576039958,97.12592277204173,-88.85804240387039,75.29397509718484
527.34375,-84.04074866447873,96.27944277310125,-92.65745561246763,112.9035796470184,-91.93162673585141,147.6788363201873
529.78515625,-79.33628755306989,101.8605112348822,-88.74372422835057,127.2970942542446,-85.83526000919545,174.8279750593157
532.2265625,-76.62535495228929,94.8105588012471,-91.38495338106102,137.4613419766123,-84.63388604313282,174.551217366283
534.66796875,-75.72178144830013,85.93932596856111,-99.46934901791055,8.301972308383037,-84.6253170506666,165.7807603501273
537.109375,-76.19533881616601,85.69821821744216,-86.80441380898776,3.36856181901576,-84.38001845214035,152.7004593508168
539.55078125,-76.98040815552909,93.59203000578724,-83.45084724516589,5.698872332860464,-85.40421289006837,139.340999803334
541.9921875,-77.80690162936244,104.5577947784399,-82.6364091855735,7.920902143767708,-86.9226152052123,123.7825336484106
544.43359375,-80.21013892424997,132.2505517428088,-84.87098789849226,17.06303680758069,-88.83032202191912,113.8545326032699
